,,,Sr #,Compliance name,Country,Sr #,Cyber,Risk Category,Risk level,Service,Rule Name#,CyberQ Rule ID,Rule from Scanner,Match,Implemented in AWAF Folder,Added in Rule Set ,Version,Rational,AWS Ref Link,Remediation Link,Compliance Appliable,CIS Control ID,CIS Control Dis,NIST Control ID,NIST  Control Dis,ISO Control ID,ISO Control Dis,CCM v3 Control ID,CCM v3 Control Dis,AWAF Control ID,AWAF Control Dis,PCI DSS v3.2.1
Control id,PCI DSS v3.2.1
Control dis,GDPR Control ID,GDPR Control dis,,Jira Refernce ,Remediation 
,CQ-AWS-S3-003,,,,,#REF!,CQ-AWS-ELS-012,Data,LOW,ElasticsearchService,Ensure Elasticsearch nodes are using General Purpose SSD storage instead of Provisioned IOPS SSD storage to optimize the service costs.,CQ-AWS-ELS-012,#REF!,#REF!,Cost,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-019,,,,,#REF!,CQ-AWS-ELS-013,Data,LOW,ElasticsearchService,Ensure fewer AWS Elasticsearch cluster instances than provided limit in your AWS account.,CQ-AWS-ELS-013,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-004,,,,,#REF!,CQ-AWS-ELS-014,Data,LOW,ElasticsearchService,Ensure Amazon Elasticsearch (ES) Reserved Instances are renewed before expiration.,CQ-AWS-ELS-014,#REF!,#REF!,Cost,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-005,,,,,#REF!,CQ-AWS-ELS-015,Data,LOW,ElasticsearchService,Ensure Amazon Elasticsearch (ES) Reserved Instances are renewed before expiration.,CQ-AWS-ELS-015,#REF!,#REF!,Cost,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-006,,,,,#REF!,CQ-AWS-ELS-016,Data,LOW,ElasticsearchService,Ensure AWS Elasticsearch Reserved Instance (RI) purchases have not failed.,CQ-AWS-ELS-016,#REF!,#REF!,Cost,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-007,,,,,#REF!,CQ-AWS-ELS-017,Data,LOW,ElasticsearchService,Ensure AWS Elasticsearch Reserved Instance (RI) purchases have not failed.,CQ-AWS-ELS-017,#REF!,#REF!,Cost,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-023,,,,,#REF!,CQ-AWS-ELS-018,Data,LOW,ElasticsearchService,Ensure AWS Elasticsearch Reserved Instance (RI) purchases have not failed.,CQ-AWS-ELS-018,#REF!,#REF!,Cost,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-031,,,,,#REF!,CQ-AWS-ELS-019,Data,MEDIUM,ElasticsearchService,Ensure that you always use the latest version of Elasticsearch engine for your AWS Elasticsearch domains.,CQ-AWS-ELS-019,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-002,,,,,#REF!,CQ-AWS-ELS-020,Data,MEDIUM,ElasticsearchService,Ensure high availability for your Amazon Elasticsearch clusters by enabling the Zone Awareness feature.,CQ-AWS-ELS-020,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-028,,,,,#REF!,CQ-AWS-ELS-021,Data,HIGH,ElasticsearchService,Ensure at-rest encryption is enabled for your Amazon ElasticSearch domains.,CQ-AWS-ELS-021,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-029,,,,,#REF!,CQ-AWS-ELS-022,Data,LOW,ElasticsearchService,Identify any idle AWS Elasticsearch clusters and delete them in order to optimize your AWS costs.,CQ-AWS-ELS-022,#REF!,#REF!,Cost,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-026,,,,,#REF!,CQ-AWS-EMR-001,Data,MEDIUM,EMR,Ensure AWS EMR clusters are using the latest generation of instances for performance and cost optimization.,CQ-AWS-EMR-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-014,,,,,#REF!,CQ-AWS-EMR-002,Data,MEDIUM,EMR,Ensure AWS EMR clusters are launched in a Virtual Private Cloud (i.e. are using EC2-VPC platform).,CQ-AWS-EMR-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-030,,,,,#REF!,CQ-AWS-EMR-003,Data,LOW,EMR,Ensure AWS Elastic MapReduce (EMR) clusters capture detailed log data to Amazon S3.,CQ-AWS-EMR-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-018,,,,,#REF!,CQ-AWS-EMR-004,Data,MEDIUM,EMR,Ensure that all your Amazon EMR cluster instances are of given instance types.,CQ-AWS-EMR-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-009,,,,,#REF!,CQ-AWS-EMR-005,Data,HIGH,EMR,Ensure in-transit and at-rest encryption is enabled for Amazon EMR clusters.,CQ-AWS-EMR-005,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-008,,,,,#REF!,CQ-AWS-EMR-006,Data,MEDIUM,EMR,Ensure fewer Amazon EMR cluster instances than the provided limit in your AWS account.,CQ-AWS-EMR-006,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-010,,,,,#REF!,CQ-AWS-EMR-007,Data,MEDIUM,EMR,Ensure Kerberos for Amazon EMR clusters is enable,CQ-AWS-EMR-007,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SM-001,,,,,#REF!,CQ-AWS-IAM-002,User,MEDIUM,IAM,Ensure cross-account IAM roles use either MFA or external IDs to secure the access to AWS resources.,CQ-AWS-IAM-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SM-004,,,,,#REF!,CQ-AWS-IAM-003,User,MEDIUM,IAM,Ensure AssumeRole Policy do not Lack MFA,CQ-AWS-IAM-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SM-002,,,,,#REF!,CQ-AWS-IAM-004,User,HIGH,IAM,AssumeRole Policy Allows All Principals,CQ-AWS-IAM-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SES-001,,,,,#REF!,CQ-AWS-IAM-006,User,MEDIUM,IAM,Ensure AWS IAM groups do not have inline policies attached.,CQ-AWS-IAM-006,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SES-002,,,,,#REF!,CQ-AWS-IAM-007,User,LOW,IAM,Ensure AWS IAM groups have at least one user attached as a security best practice.,CQ-AWS-IAM-007,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SES-004,,,,,#REF!,CQ-AWS-IAM-012,User,HIGH,IAM,Ensure IAM policies that allow full "*:*" administrative privileges are not created.,CQ-AWS-IAM-012,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SNS-001,,,,,#REF!,CQ-AWS-IAM-013,User,HIGH,IAM,IAM Managed Policy Allows Full Administrative Privileges,CQ-AWS-IAM-013,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SNS-006,,,,,#REF!,CQ-AWS-IAM-019,User,MEDIUM,IAM,Ensure AWS Identity and Access Management (IAM) user passwords are reset after 90 Days,CQ-AWS-IAM-019,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SNS-002,,,,,#REF!,CQ-AWS-IAM-021,User,HIGH,IAM,Password Expiration Disabled,CQ-AWS-IAM-021,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SNS-007,,,,,#REF!,CQ-AWS-IAM-022,User,HIGH,IAM,Password Policy Lacks Lowercase Requirement ,CQ-AWS-IAM-022,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SNS-004,,,,,#REF!,CQ-AWS-IAM-023,User,HIGH,IAM,Password Policy Lacks Number Requirement,CQ-AWS-IAM-023,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SNS-005,,,,,#REF!,CQ-AWS-IAM-024,User,HIGH,IAM,Password Policy Lacks Symbol Requirement ,CQ-AWS-IAM-024,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SQS-005,,,,,#REF!,CQ-AWS-IAM-025,User,HIGH,IAM,Password Policy Lacks Uppercase Requirement ,CQ-AWS-IAM-025,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SQS-003,,,,,#REF!,CQ-AWS-IAM-026,User,HIGH,IAM,Ensure IAM password policy prevents password reuse,CQ-AWS-IAM-026,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SQS-004,,,,,#REF!,CQ-AWS-IAM-027,User,HIGH,IAM,Ensure IAM password policy is complex ,CQ-AWS-IAM-027,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SQS-001,,,,,#REF!,CQ-AWS-IAM-029,User,HIGH,IAM,Ensure hardware MFA is enabled for your Amazon Web Services root account.,CQ-AWS-IAM-029,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SQS-006,,,,,#REF!,CQ-AWS-IAM-030,User,HIGH,IAM,Ensure Multi-Factor Authentication (MFA) is enabled for the AWS root account.,CQ-AWS-IAM-030,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-SQS-002,,,,,#REF!,CQ-AWS-IAM-031,User,HIGH,IAM,Eliminate use of the root user for administrative and daily tasks,CQ-AWS-IAM-031,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-004,,,,,#REF!,CQ-AWS-IAM-033,User,HIGH,IAM,Ensure that your AWS account (root) is not using access keys as a security best practice,CQ-AWS-IAM-033,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-002,,,,,#REF!,CQ-AWS-IAM-034,User,HIGH,IAM, Ensure Service User do not have Console Password Enabled,CQ-AWS-IAM-034,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-009,,,,,#REF!,CQ-AWS-IAM-035,User,HIGH,IAM,Ensure there is an active Amazon IAM Support Role available within your AWS account.,CQ-AWS-IAM-035,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-013,,,,,#REF!,CQ-AWS-IAM-037,User,HIGH,IAM,Ensure AWS IAM access keys are rotated on a periodic basis as a security best practice (90 Days).,CQ-AWS-IAM-037,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-008,,,,,#REF!,CQ-AWS-IAM-041,User,MEDIUM,IAM,Ensure no access keys are created during IAM user initial setup with AWS Management Console.,CQ-AWS-IAM-041,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-014,,,,,#REF!,CQ-AWS-IAM-042,User,MEDIUM,IAM,Ensure there is a maximum of one active access keys available for any single IAM user.,CQ-AWS-IAM-042,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-005,,,,,#REF!,CQ-AWS-IAM-043,User,MEDIUM,IAM,Ensure AWS IAM users have either API access or console access in order to follow IAM security best practices.,CQ-AWS-IAM-043,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-001,,,,,#REF!,CQ-AWS-IAM-044,User,LOW,IAM,Ensure AWS IAM policies are attached to groups instead of users as an IAM best practice.,CQ-AWS-IAM-044,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-007,,,,,#REF!,CQ-AWS-IAM-045,User,MEDIUM,IAM,Ensure that unused AWS IAM credentials are decommissioned to follow security best practices.,CQ-AWS-IAM-045,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-003,,,,,#REF!,CQ-AWS-IAM-046,User,HIGH,IAM,Ensure Multi-Factor Authentication (MFA) is enabled for all AWS IAM users with AWS Console access.,CQ-AWS-IAM-046,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-017,,,,,#REF!,CQ-AWS-IAM-047,User,LOW,IAM,Ensure expired SSL/TLS certificates are removed from AWS IAM.,CQ-AWS-IAM-047,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-010,,,,,#REF!,CQ-AWS-IAM-048,User,HIGH,IAM,Monitor AWS Account Root User Activity,CQ-AWS-IAM-048,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-011,,,,,#REF!,CQ-AWS-IAM-049,User,VERY HIGH,IAM,Ensure that all your SSL/TLS certificates are using either 2048 or 4096 bit RSA keys instead of 1024-bit keys.,CQ-AWS-IAM-049,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-VPC-016,,,,,#REF!,CQ-AWS-IAM-050,User,HIGH,IAM,Ensure alternate contacts are set to improve the security of your AWS account.,CQ-AWS-IAM-050,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-069,,,,,#REF!,CQ-AWS-IAM-051,User,HIGH,IAM,Ensure security challenge questions are enabled and configured to improve the security of your AWS account.,CQ-AWS-IAM-051,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-052,User,HIGH,IAM,Detects the use of more than one access key by any single user,CQ-AWS-IAM-052,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-053,User,VERY HIGH,IAM,Detects when a canary token access key has been used,CQ-AWS-IAM-053,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-054,User,MEDIUM,IAM,Ensure there are no unapproved Amazon IAM users available within your AWS cloud account.,CQ-AWS-IAM-054,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-055,User,MEDIUM,IAM,Ensure that AWS IAM roles cannot be used by untrusted accounts via cross-account access feature.,CQ-AWS-IAM-055,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-056,User,HIGH,IAM,AWS IAM configuration changes have been detected within your Amazon Web Services account.,CQ-AWS-IAM-056,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-057,User,HIGH,IAM,AWS IAM 'CreateLoginProfile' call has been detected within your Amazon Web Services account.,CQ-AWS-IAM-057,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-058,User,HIGH,IAM,Ensure IAM Master and IAM Manager roles are active within your AWS account.,CQ-AWS-IAM-058,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-059,User,HIGH,IAM,Ensure AWS IAM policies do not use "Effect" : "Allow" in combination with "NotAction" element to follow security best practices.,CQ-AWS-IAM-059,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-060,User,MEDIUM,IAM,Ensure AWS IAM policies attached to IAM roles are not too permissive.,CQ-AWS-IAM-060,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-061,User,MEDIUM,IAM,Ensure there is at least one IAM user currently used to access your AWS account.,CQ-AWS-IAM-061,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-062,User,HIGH,IAM,Ensure AWS IAM users that are not authorized to edit IAM access policies are decommissioned..,CQ-AWS-IAM-062,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-063,User,MEDIUM,IAM,Ensure no AWS IAM users have been inactive for a long (specified) period of time.,CQ-AWS-IAM-063,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-064,User,HIGH,IAM,A Multi-Factor Authentication (MFA) device deactivation for an IAM user has been detected.,CQ-AWS-IAM-064,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-065,User,HIGH,IAM,Ensure that your server certificates are not vulnerable to Heartbleed security bug.,CQ-AWS-IAM-065,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-066,User,HIGH,IAM,Ensure that your AWS root account user is not using X.509 certificates to validate API requests.,CQ-AWS-IAM-066,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-068,User,LOW,IAM,Ensure AWS IAM SSH public keys are rotated on a periodic basis as a security best practice.SSH Public Keys Rotated 30 Days,CQ-AWS-IAM-068,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-069,User,LOW,IAM,AWS sign-in events for IAM and federated users have been detected.,CQ-AWS-IAM-069,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-070,User,MEDIUM,IAM,Ensure there is a maximum of one active SSH public keys assigned to any single IAM user.,CQ-AWS-IAM-070,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-071,User,MEDIUM,IAM,Ensure unused IAM users are removed from AWS account to follow security best practice.,CQ-AWS-IAM-071,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-072,User,HIGH,IAM,Ensure valid IAM Identity Providers are used within your AWS account for secure user authentication and authorization.,CQ-AWS-IAM-072,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-073,User,MEDIUM,IAM,Ensure Service accounts (for example, for continuous integration and continuous deployment) should have only programmatic access.,CQ-AWS-IAM-073,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-075,User,HIGH,IAM,Ensure there are no IAM users with full administrator permissions within your AWS account.,CQ-AWS-IAM-075,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-076,User,HIGH,IAM,Set up, organize and manage your AWS accounts for optimal security and manageability.,CQ-AWS-IAM-076,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-077,User,HIGH,IAM,Ensure IAM policy for EC2 IAM roles for web tier is configured.,CQ-AWS-IAM-077,#REF!,#REF!,TT,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-078,User,HIGH,IAM,Ensure IAM Policy for EC2 IAM Roles for Web tier is configured,CQ-AWS-IAM-078,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-079,User,HIGH,IAM,Ensure IAM Policy for EC2 IAM Roles for App tier is configured,CQ-AWS-IAM-079,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-080,User,HIGH,IAM,Ensure an IAM group for administration purposes is created,CQ-AWS-IAM-080,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-081,User,HIGH,IAM,Ensure an IAM policy that allows admin privileges for all services used is created,CQ-AWS-IAM-081,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-IAM-082,User,HIGH,IAM,Ensure all Public Web Tier SSL\TLS certificates are >30 days from Expiration,CQ-AWS-IAM-082,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KIN-001,Data,HIGH,Kinesis,Ensure Amazon Kinesis streams enforce Server-Side Encryption (SSE).,CQ-AWS-KIN-001,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KIN-002,Data,HIGH,Kinesis,Ensure AWS Kinesis streams are encrypted with KMS Customer Master Keys for complete control over data encryption and decryption.,CQ-AWS-KIN-002,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KIN-003,Data,LOW,Kinesis,Ensure enhanced monitoring is enabled for your AWS Kinesis streams using shard-level metrics.,CQ-AWS-KIN-003,#REF!,#REF!,TBD,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KMS-001,Data,MEDIUM,KMS,Ensure KMS key rotation feature is enabled for all your Customer Master Keys (CMK).,CQ-AWS-KMS-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KMS-002,Data,MEDIUM,KMS,Ensure a customer created Customer Master Key (CMK) is created for the app tier.,CQ-AWS-KMS-002,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KMS-003,Data,MEDIUM,KMS,Ensure a customer created Customer Master Key (CMK) is created for the Web-tier,CQ-AWS-KMS-003,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KMS-004,Data,LOW,KMS,Ensure that specific Amazon KMS CMKs are available for use in your AWS account.,CQ-AWS-KMS-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KMS-005,Data,HIGH,KMS,Ensure Amazon KMS master keys do not allow unknown cross account access.,CQ-AWS-KMS-005,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KMS-007,Data,MEDIUM,KMS,Identify and recover any KMS Customer Master Keys (CMK) scheduled for deletion.,CQ-AWS-KMS-007,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KMS-008,Data,HIGH,KMS,Ensure Amazon KMS master keys are not exposed to everyone.,CQ-AWS-KMS-008,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KMS-009,Data,HIGH,KMS,Key Management Service (KMS) configuration changes have been detected within your AWS account.,CQ-AWS-KMS-009,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KMS-010,Data,LOW,KMS,Identify and remove any disabled Customer Master Keys (CMK) to reduce AWS costs.,CQ-AWS-KMS-010,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-KMS-011,Data,MEDIUM,KMS,Ensure a customer created Customer Master Key (CMK) is created for the Database-Tier,CQ-AWS-KMS-011,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-LAM-001,Data,HIGH,Lambda,Ensure that your Amazon Lambda functions are not exposed to everyone.,CQ-AWS-LAM-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-LAM-002,Data, User,MEDIUM,Lambda,Ensure AWS Lambda functions do not allow unknown cross account access via permission policies.,CQ-AWS-LAM-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-LAM-003,Data, User,MEDIUM,Lambda,Ensure no Lambda function available in your AWS account has admin privileges.,CQ-AWS-LAM-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-LAM-004,Data,MEDIUM,Lambda,Ensure that the latest version of the runtime environment is used for your AWS Lambda functions.,CQ-AWS-LAM-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-LAM-005,Data,MEDIUM,Lambda,Ensure that tracing (i.e. Lambda support for Amazon X-Ray service) is enabled for your AWS Lambda functions.,CQ-AWS-LAM-005,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-LAM-006,Data, User,HIGH,Lambda,Ensure AWS Lambda functions do not share the same IAM execution role.,CQ-AWS-LAM-006,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-LAM-007,Data,MEDIUM,Lambda,Ensure AWS Lambda functions are configured to access resources in a Virtual Private Cloud (VPC).,CQ-AWS-LAM-007,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-LAM-008,Data,MEDIUM,Lambda,Ensure encryption is enabled for the AWS Lambda environment variables that store sensitive information.,CQ-AWS-LAM-008,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-ORG-001,User,HIGH,Organizations,AWS Organizations configuration changes have been detected within your Amazon Web Services account(s).,CQ-AWS-ORG-001,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-ORG-002,Data, User,MEDIUM,Organizations,Ensure Amazon Organizations is in use to consolidate all your AWS accounts into an organization.,CQ-AWS-ORG-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-ORG-003,User,MEDIUM,Organizations,Ensure AWS Organizations All Features is enabled for fine-grained control over which services and actions the member accounts of an organization can access.,CQ-AWS-ORG-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-R53-001,Network,HIGH,Route53,Route 53 configuration changes have been detected within your Amazon Web Services account.,CQ-AWS-R53-001,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-R53-002,Network,LOW,Route53,Ensure that Privacy Protection feature is enabled for your Amazon Route 53 domains.,CQ-AWS-R53-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-R53-003,Network,HIGH,Route53,Ensure your domain names are automatically renewed by AWS Route 53 service.,CQ-AWS-R53-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-R53-004,Network,HIGH,Route53,Ensure expired AWS Route 53 domains names are restored.,CQ-AWS-R53-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
